答案1：  51
答案3930：  13/85
答案3931：  1242/2525
答案3932：  2173/47
答案3933：  1277/30
答案3934：  1
答案3935：  1
答案3936：  1840/3069
答案3937：  1679/1548
答案3938：  3883/85
答案3939：  14531/8722
答案3940：  15
答案3941：  3157/95
答案3942：  48/3395
答案3943：  2403
答案3944：  1264/85
答案3945：  -6965/99
答案3946：  877/26
答案3947：  79/15
答案3948：  4341/101
答案3949：  1547/92
答案3950：  2395/1911
答案3951：  1995/94
答案3952：  1856/27
答案3953：  559
答案3954：  71
答案3955：  197/24
答案3956：  -6560/91
答案3957：  5509/82
答案3958：  2277
答案3959：  3/31
答案3960：  -7639/93
答案3961：  2/7
答案3962：  1
答案3963：  483/8
答案3964：  86/19
答案3965：  -3153/8372
答案3966：  27/11
答案3967：  248/33
答案3968：  19/2
答案3969：  17
答案3970：  5671/57
答案3971：  4550
答案3972：  -2057/84
答案3973：  161/968
答案3974：  2640/89
答案3975：  221/1645
答案3976：  622/9
答案3977：  7440
答案3978：  77
答案3979：  871/23
答案3980：  -1503/23
答案3981：  5
答案3982：  8722/99
答案3983：  774/5959
答案3984：  -85/1092
答案3985：  30
答案3986：  196
答案3987：  988/25
答案3988：  1/101
答案3989：  89/18
答案3990：  43/2
答案3991：  54
答案3992：  -3393/70
答案3993：  6215/83
答案3994：  3462/3577
答案3995：  1/3
答案3996：  2548/101
答案3997：  18/43
答案3998：  1305/23
答案3999：  33/5
答案4000：  3983/4293
答案4001：  139/210
答案4002：  104/29
答案4003：  73/3
答案4004：  13937/8342
答案4005：  -24
答案4006：  78
答案4007：  -1931/4753
答案4008：  49/2
答案4009：  7115/88
答案4010：  1/31
答案4011：  46
答案4012：  752/909
答案4013：  30
答案4014：  6111/100
答案4015：  3026/93
答案4016：  2773/8282
答案4017：  1
答案4018：  3/85
答案4019：  226/81
答案4020：  12/13
答案4021：  -83/3904
答案4022：  23/2525
答案4023：  -355/396
答案4024：  4122/101
答案4025：  601/9
答案4026：  78
答案4027：  6007/97
答案4028：  126
答案4029：  1259/1911
答案4030：  21
答案4031：  -15
答案4032：  82/91
答案4033：  41/48
答案4034：  57/5
答案4035：  3217/1656
答案4036：  23/6
答案4037：  2193/23
答案4038：  2297/47
答案4039：  4027/40
答案4040：  99/38
答案4041：  79/72
答案4042：  8/9
答案4043：  7163/8742
答案4044：  163
答案4045：  133
答案4046：  288/25
答案4047：  50/87
答案4048：  -288/3965
答案4049：  15
答案4050：  407/1840
答案4051：  83/8
答案4052：  841
答案4053：  6
答案4054：  -331/1900
答案4055：  576/1519
答案4056：  38
答案4057：  3132/91
答案4058：  3634/4757
答案4059：  38/3
答案4060：  130
答案4061：  689/801
答案4062：  1920
答案4063：  2/11
答案4064：  216
答案4065：  1904/71
答案4066：  3742/101
答案4067：  -302/3663
答案4068：  9200/101
答案4069：  382/205
答案4070：  767/49
答案4071：  7/19
答案4072：  1
答案4073：  1/85
答案4074：  43/40
答案4075：  3600
答案4076：  1276/25
答案4077：  2
答案4078：  5/14
答案4079：  9411/9292
答案4080：  1/2
答案4081：  3369/37
答案4082：  -5274/73
答案4083：  307/1410
答案4084：  257/63
答案4085：  1027/1848
答案4086：  -24
答案4087：  2773/75
答案4088：  9/11
答案4089：  240
答案4090：  48/5
答案4091：  6
答案4092：  7/18
答案4093：  -51
答案4094：  4148/81
答案4095：  3686/87
答案4096：  -1
答案4097：  647/13
答案4098：  -46
答案4099：  -307/7
答案4100：  1
答案4101：  1400/2727
答案4102：  1751/62
答案4103：  4743/6745
答案4104：  -4/1287
答案4105：  1617/19
答案4106：  528/7
答案4107：  -57
答案4108：  1
答案4109：  14/11
答案4110：  2850
答案4111：  -2795/63
答案4112：  1/48
答案4113：  1813/36
答案4114：  1343/18
答案4115：  1672
答案4116：  1917/28
答案4117：  8637/97
答案4118：  1272/13
答案4119：  1/3
答案4120：  141/380
答案4121：  8341/6464
答案4122：  5797/83
答案4123：  61
答案4124：  59/13
答案4125：  -59/4242
答案4126：  325
答案4127：  2601/70
答案4128：  13/3
答案4129：  69
答案4130：  45
答案4131：  -5
答案4132：  782/99
答案4133：  357/79
答案4134：  1/49
答案4135：  29/13
答案4136：  2310/59
答案4137：  -827/83
答案4138：  139/323
答案4139：  34/99
答案4140：  1624/27
答案4141：  2860/83
答案4142：  39/8
答案4143：  8341/84
答案4144：  1
答案4145：  13/85
答案4146：  309/23
答案4147：  26/45
答案4148：  2083/77
答案4149：  14
答案4150：  28
答案4151：  22/9
答案4152：  2107/25
答案4153：  1/12
答案4154：  4
答案4155：  4644/101
答案4156：  -3067/48
答案4157：  3
答案4158：  913/21
答案4159：  1488/1813
答案4160：  6417/7000
答案4161：  67
答案4162：  -239/928
答案4163：  258/29
答案4164：  691/70
答案4165：  4324/99
答案4166：  4140/101
答案4167：  4640
答案4168：  4659/4700
答案4169：  228/637
答案4170：  244/3
答案4171：  8275/89
答案4172：  3312/43
答案4173：  1
答案4174：  -1517/6225
答案4175：  6797/101
答案4176：  -39
答案4177：  6753/73
答案4178：  135/4
答案4179：  2209/89
答案4180：  -5376/71
答案4181：  69/10
答案4182：  17
答案4183：  9/8
答案4184：  98
答案4185：  18049/9120
答案4186：  372/23
答案4187：  423/34
答案4188：  5531/95
答案4189：  2832/91
答案4190：  7924/93
答案4191：  935/23
答案4192：  87
答案4193：  -1066/27
答案4194：  1/2
答案4195：  975/32
答案4196：  129/380
答案4197：  1121/3822
答案4198：  55/24
答案4199：  14/5
答案4200：  37
答案4201：  1198/19
答案4202：  6/5
答案4203：  2/55
答案4204：  -1506/43
答案4205：  -2713/100
答案4206：  2/49
答案4207：  7088/89
答案4208：  2343/70
答案4209：  1097/23
答案4210：  1147/1452
答案4211：  136
答案4212：  -1855/86
答案4213：  107/23
答案4214：  4529/87
答案4215：  5035
答案4216：  1949/87
答案4217：  9
答案4218：  16
答案4219：  4513/78
答案4220：  3739/43
答案4221：  1564
答案4222：  193/231
答案4223：  -1/30
答案4224：  195
答案4225：  32/3
答案4226：  4657/50
答案4227：  3784/79
答案4228：  1/16
答案4229：  91/110
答案4230：  89/4
答案4231：  2095/47
答案4232：  656/7
答案4233：  96/11
答案4234：  -69/8
答案4235：  210
答案4236：  -2984/31
答案4237：  -5052/97
答案4238：  4309/68
答案4239：  16/5
答案4240：  91
答案4241：  84
答案4242：  8029/89
答案4243：  3711/47
答案4244：  370/49
答案4245：  49/540
答案4246：  114
答案4247：  563/505
答案4248：  1248/89
答案4249：  473/18
答案4250：  3942/6499
答案4251：  180/403
答案4252：  4042/5673
答案4253：  5287/91
答案4254：  2637/76
答案4255：  375/17
答案4256：  3806/2325
答案4257：  55
答案4258：  -466/2871
答案4259：  3/11
答案4260：  4300/83
答案4261：  341/312
答案4262：  1589/19
答案4263：  3/53
答案4264：  -2329/24
答案4265：  1159/26
答案4266：  2/43
答案4267：  2462/4371
答案4268：  25
答案4269：  194/275
答案4270：  14/3
答案4271：  1974
答案4272：  7199/100
答案4273：  673/1584
答案4274：  1
答案4275：  2
答案4276：  133/5
答案4277：  35
答案4278：  56
答案4279：  1785/88
答案4280：  168/13
答案4281：  13/19
答案4282：  -19
答案4283：  11/15
答案4284：  1085/2223
答案4285：  -771/10
答案4286：  860/93
答案4287：  7
答案4288：  2909/100
答案4289：  137
答案4290：  4736
答案4291：  59
答案4292：  2/49
答案4293：  42/83
答案4294：  134/43
答案4295：  3/8
答案4296：  3/46
答案4297：  757/1406
答案4298：  2903/46
答案4299：  -4477/82
答案4300：  31/14
答案4301：  630/43
答案4302：  4536
答案4303：  1
答案4304：  2790
答案4305：  5/16
答案4306：  2984/75
答案4307：  2093/94
答案4308：  46/5
答案4309：  48/539
答案4310：  45/19
答案4311：  1020/79
答案4312：  4762/73
答案4313：  522/49
答案4314：  19/2
答案4315：  713/24
答案4316：  -402/5
答案4317：  2400/29
答案4318：  3783/56
答案4319：  1406/87
答案4320：  90/11
答案4321：  33
答案4322：  14/5
答案4323：  3761/38
答案4324：  3540
答案4325：  1287/3854
答案4326：  -9505/101
答案4327：  11/846
答案4328：  1487/20
答案4329：  947/66
答案4330：  35/23
答案4331：  -3479/94
答案4332：  5403/86
答案4333：  1972/31
答案4334：  1/65
答案4335：  5329/54
答案4336：  2106
答案4337：  91/3201
答案4338：  97/1050
答案4339：  8
答案4340：  117/11
答案4341：  377/3626
答案4342：  1
答案4343：  5/3
答案4344：  50/623
答案4345：  3
答案4346：  -22
答案4347：  2/21
答案4348：  21
答案4349：  1923/92
答案4350：  4/27
答案4351：  12
答案4352：  -346/41
答案4353：  179
答案4354：  2407/7650
答案4355：  7268/101
答案4356：  128
答案4357：  175
答案4358：  5/13
答案4359：  1/243
答案4360：  1/15
答案4361：  1
答案4362：  -1017/2597
答案4363：  1/24
答案4364：  108
答案4365：  666/35
答案4366：  988/43
答案4367：  80
答案4368：  11524/5841
答案4369：  3959/52
答案4370：  1/2
答案4371：  7922/89
答案4372：  7/5
答案4373：  43/4
答案4374：  80/169
答案4375：  -8058/83
答案4376：  2
答案4377：  63
答案4378：  2646/43
答案4379：  11
答案4380：  81/5
答案4381：  414/17
答案4382：  5
答案4383：  -2/9999
答案4384：  3
答案4385：  5254/3135
答案4386：  5/48
答案4387：  7
答案4388：  217/33
答案4389：  663
答案4390：  65
答案4391：  630
答案4392：  10
答案4393：  3078/71
答案4394：  251/9
答案4395：  14
答案4396：  15
答案4397：  32
答案4398：  -67
答案4399：  882
答案4400：  731
答案4401：  4353/49
答案4402：  272/33
答案4403：  1705/26
答案4404：  1
答案4405：  4557/47
答案4406：  99/2
答案4407：  1
答案4408：  46
答案4409：  155/99
答案4410：  77/101
答案4411：  -2/45
答案4412：  -452/25
答案4413：  47/9
答案4414：  2
答案4415：  162/77
答案4416：  7701/100
答案4417：  205/672
答案4418：  72
答案4419：  463/85
答案4420：  20/391
答案4421：  4046/47
答案4422：  57/2
答案4423：  729/14
答案4424：  6794/95
答案4425：  1349/30
答案4426：  1567/32
答案4427：  -2765/31
答案4428：  26
答案4429：  -1959/25
答案4430：  8800/101
答案4431：  2156/65
答案4432：  10/3
答案4433：  -82
答案4434：  -1412/15
答案4435：  100/3
答案4436：  1058/19
答案4437：  2/3
答案4438：  83/7
答案4439：  21
答案4440：  2307/3131
答案4441：  1466/19
答案4442：  2
答案4443：  161/1189
答案4444：  735/8
答案4445：  8814/101
答案4446：  16/35
答案4447：  2480/39
答案4448：  -35
答案4449：  2303/5612
答案4450：  2737/29
答案4451：  41/56
答案4452：  37/3
答案4453：  2
答案4454：  1/242
答案4455：  4259/68
答案4456：  8797/90
答案4457：  2115/88
答案4458：  6370
答案4459：  90
答案4460：  1
答案4461：  73/13
答案4462：  1326/71
答案4463：  1344/79
答案4464：  1/33
答案4465：  15/4
答案4466：  315/8
答案4467：  -629/1617
答案4468：  713/2000
答案4469：  139/7
答案4470：  -707/1863
答案4471：  -8400/101
答案4472：  -369/1666
答案4473：  7207/96
答案4474：  7941/89
答案4475：  4288/97
答案4476：  6/19
答案4477：  -61/672
答案4478：  4
答案4479：  1443/97
答案4480：  1092/37
答案4481：  2052
答案4482：  50/39
答案4483：  7/9
答案4484：  2773/37
答案4485：  -333/2047
答案4486：  4743/73
答案4487：  958/25
答案4488：  1
答案4489：  32
答案4490：  672
答案4491：  144/7
答案4492：  3387/34
答案4493：  38/15
答案4494：  -532/11
答案4495：  49
答案4496：  814/19
答案4497：  -3687/52
答案4498：  1/10
答案4499：  30
答案4500：  1127/748
答案4501：  1856/27
答案4502：  2693/60
答案4503：  169/24
答案4504：  4539/97
答案4505：  5952
答案4506：  168
答案4507：  -8
答案4508：  4361/85
答案4509：  19395/9898
答案4510：  -13/76
答案4511：  1053/2050
答案4512：  2520
答案4513：  -663/31
答案4514：  106
答案4515：  2327/44
答案4516：  4207/61
答案4517：  405/14
答案4518：  271/418
答案4519：  -3029/86
答案4520：  1429/33
答案4521：  72/65
答案4522：  35/41
答案4523：  11/10
答案4524：  5096/87
答案4525：  3/5
答案4526：  9/55
答案4527：  -30
答案4528：  7055/98
答案4529：  -8185/97
答案4530：  48
答案4531：  3381/68
答案4532：  1132/1785
答案4533：  5170/101
答案4534：  943/3350
答案4535：  193/15
答案4536：  1
答案4537：  70/57
答案4538：  1399/900
答案4539：  31/73
答案4540：  -44
答案4541：  -35/282
答案4542：  24
答案4543：  -538/4851
答案4544：  7
答案4545：  9/19
答案4546：  500/21
答案4547：  1610/31
答案4548：  2566/75
答案4549：  2784/35
答案4550：  3
答案4551：  35
