题目1：  29 + 85
题目2798：  40 ÷ 1
题目2799：  54 ÷ 2
题目2800：  17/79 - 9
题目2801：  73/89 + 17
题目2802：  27 + 56
题目2803：  6/55 × 44
题目2804：  95/101 - 15
题目2805：  47 ÷ 47/59
题目2806：  28 - 5/23
题目2807：  4/23 - 3/4
题目2808：  31 + 100
题目2809：  16/71 × 60
题目2810：  25 × 49
题目2811：  40 + 100
题目2812：  84 ÷ 3/4
题目2813：  21 × 83
题目2814：  14 × 27
题目2815：  83/93 + 44
题目2816：  38 ÷ 19/74
题目2817：  7 + 23
题目2818：  79 ÷ 79
题目2819：  70 ÷ 2/7
题目2820：  30/31 + 52
题目2821：  1/5 - 1/2
题目2822：  22 - 9/34
题目2823：  19 ÷ 1/9
题目2824：  6 - 16
题目2825：  95 - 59/99
题目2826：  22 + 29
题目2827：  56 - 55/97
题目2828：  21 ÷ 3/4
题目2829：  2 - 11/18
题目2830：  41 - 22/43
题目2831：  7/74 - 58
题目2832：  89 - 21/23
题目2833：  80/93 × 47
题目2834：  5 + 41
题目2835：  22 × 84
题目2836：  79/96 × 47/50
题目2837：  11/45 + 94/99
题目2838：  49/52 × 99/101
题目2839：  17/47 + 90
题目2840：  3 + 42
题目2841：  6 ÷ 6/43
题目2842：  41 - 15
题目2843：  1/20 + 4/5
题目2844：  89/101 + 13
题目2845：  26/53 + 94
题目2846：  3/100 + 27/80
题目2847：  16/49 - 91/96
题目2848：  46 + 84
题目2849：  72 ÷ 6
题目2850：  36/41 + 18/19
题目2851：  25 ÷ 5/6
题目2852：  74/89 × 83
题目2853：  3/40 - 14
题目2854：  75 - 24
题目2855：  99 - 97/99
题目2856：  18 + 61
题目2857：  52 ÷ 13/81
题目2858：  7 - 56
题目2859：  89/97 × 93/101
题目2860：  59/91 + 11
题目2861：  9 ÷ 9/41
题目2862：  59/64 + 90
题目2863：  17/24 × 79/100
题目2864：  44/79 × 100
题目2865：  54/67 × 1
题目2866：  54 ÷ 1
题目2867：  1/27 + 53/61
题目2868：  1/90 × 53
题目2869：  28 ÷ 1/6
题目2870：  1 - 43
题目2871：  93/98 × 63
题目2872：  69 ÷ 3/86
题目2873：  15/94 + 82/93
题目2874：  10/11 - 78
题目2875：  63 ÷ 9/20
题目2876：  42 ÷ 1/2
题目2877：  39 × 43
题目2878：  2/17 × 10
题目2879：  31/33 - 100
题目2880：  66 - 96
题目2881：  34 + 77
题目2882：  23 ÷ 1
题目2883：  87/100 × 62
题目2884：  50 - 98
题目2885：  1/73 + 67/81
题目2886：  19/93 + 25
题目2887：  36 ÷ 1/23
题目2888：  75 ÷ 75
题目2889：  68 × 89
题目2890：  1 + 44
题目2891：  75 ÷ 1/4
题目2892：  70 - 5/9
题目2893：  88 ÷ 11
题目2894：  70 ÷ 1/55
题目2895：  60 - 23/30
题目2896：  7/17 - 7/8
题目2897：  20 ÷ 1/4
题目2898：  9/19 + 37
题目2899：  71/76 - 10/19
题目2900：  1/3 + 36
题目2901：  58 + 63
题目2902：  13/100 × 36/49
题目2903：  23 + 79
题目2904：  37 - 12
题目2905：  21 × 49
题目2906：  5/32 × 37/88
题目2907：  11/19 + 90
题目2908：  40/51 × 32/39
题目2909：  68 ÷ 68
题目2910：  14 + 87
题目2911：  22/39 + 28
题目2912：  100 - 47
题目2913：  9/35 + 36/41
题目2914：  23/77 × 26
题目2915：  10 × 19
题目2916：  100 ÷ 4/75
题目2917：  67/82 + 96
题目2918：  96/97 + 59
题目2919：  76 ÷ 4
题目2920：  40/61 - 19/89
题目2921：  45 ÷ 45
题目2922：  78 - 44/85
题目2923：  33 ÷ 3/8
题目2924：  71 ÷ 1/6
题目2925：  24 - 98/99
题目2926：  1/63 + 9/31
题目2927：  57 ÷ 1
题目2928：  31/41 + 94/95
题目2929：  58 - 54
题目2930：  91 - 68
题目2931：  2/3 - 92
题目2932：  63 - 28/29
题目2933：  58 ÷ 58/93
题目2934：  38 + 72
题目2935：  98 ÷ 2
题目2936：  31/44 × 76
题目2937：  15/17 × 54
题目2938：  19/35 × 83
题目2939：  86/89 × 30
题目2940：  83/94 + 46
题目2941：  3 × 16
题目2942：  33 - 13
题目2943：  4 + 64
题目2944：  50 - 86
题目2945：  73/84 + 67/75
题目2946：  42/55 × 59/74
题目2947：  100 ÷ 5/22
题目2948：  32/45 + 79
题目2949：  21/31 × 31/33
题目2950：  1/98 + 66/85
题目2951：  95/98 × 83/84
题目2952：  56 ÷ 8/9
题目2953：  10 + 14
题目2954：  68 ÷ 1/4
题目2955：  27 + 29
题目2956：  25/44 × 97
题目2957：  9/11 + 69
题目2958：  27 - 40
题目2959：  12/71 + 75
题目2960：  6/47 × 5/9
题目2961：  5/33 - 18
题目2962：  41 ÷ 1
题目2963：  7/9 × 46
题目2964：  10/13 + 61
题目2965：  29/30 - 33
题目2966：  11/12 - 86
题目2967：  88 ÷ 4
题目2968：  12 ÷ 2/5
题目2969：  35 × 92
题目2970：  41/65 × 77
题目2971：  12 - 20/23
题目2972：  75 - 65
题目2973：  88/95 × 64
题目2974：  7 + 67
题目2975：  32/33 + 95
题目2976：  63/86 × 26
题目2977：  88/91 × 90
题目2978：  19/51 × 96/97
题目2979：  19/74 + 90
题目2980：  35/73 × 86
题目2981：  3 + 22
题目2982：  12 ÷ 1/47
题目2983：  60 × 96
题目2984：  18/83 + 57
题目2985：  73 ÷ 1/94
题目2986：  41/73 × 87/94
题目2987：  73/93 × 44
题目2988：  22/23 × 29
题目2989：  16/19 - 58
题目2990：  5/6 × 21
题目2991：  3/28 + 75/91
题目2992：  64 ÷ 64
题目2993：  91 - 17
题目2994：  80 ÷ 16/23
题目2995：  23/50 × 21
题目2996：  15 - 25
题目2997：  8/27 - 30
题目2998：  63/76 × 34/39
题目2999：  56 × 68
题目3000：  79/91 + 4
题目3001：  3/4 × 39
题目3002：  79 - 53/58
题目3003：  79/101 + 13
题目3004：  38 ÷ 2/23
题目3005：  83 - 63
题目3006：  52 - 40
题目3007：  88 ÷ 2
题目3008：  16 - 38
题目3009：  31 × 43
题目3010：  82 ÷ 1/11
题目3011：  26 × 72
题目3012：  87 ÷ 29/92
题目3013：  31/36 × 27
题目3014：  32 ÷ 16
题目3015：  7/29 + 61/82
题目3016：  85/94 - 17
题目3017：  12/23 × 76/101
题目3018：  82 ÷ 2/19
题目3019：  61 + 76
题目3020：  7/17 + 35
题目3021：  86 ÷ 2/47
题目3022：  40 × 77
题目3023：  84 + 90
题目3024：  93/98 - 7/17
题目3025：  36/49 - 27/62
题目3026：  91/96 + 5
题目3027：  35/44 - 17
题目3028：  49/86 × 69
题目3029：  99/100 + 70
题目3030：  94/101 × 44
题目3031：  71 ÷ 1/12
题目3032：  93 ÷ 31/91
题目3033：  78 ÷ 1/4
题目3034：  87 - 1/2
题目3035：  44 - 10
题目3036：  49/80 - 43/46
题目3037：  71 - 26
题目3038：  88 ÷ 1/83
题目3039：  86 ÷ 2
题目3040：  87 + 90
题目3041：  39 ÷ 13/19
题目3042：  58/83 - 1/4
题目3043：  60 ÷ 3/7
题目3044：  6 ÷ 3/98
题目3045：  60 ÷ 3
题目3046：  85 - 19/50
题目3047：  2/5 + 27/61
题目3048：  27 × 72
题目3049：  22/31 + 54
题目3050：  82/101 + 93/95
题目3051：  47/101 + 68
题目3052：  3/10 × 1
题目3053：  8/11 - 85
题目3054：  5/9 × 73/86
题目3055：  1/45 + 2
题目3056：  32 × 52
题目3057：  95/101 × 85
题目3058：  80 × 94
题目3059：  43 × 64
题目3060：  84 ÷ 21/23
题目3061：  81/88 - 2
题目3062：  34/75 × 52
题目3063：  35/93 + 19/36
题目3064：  3/5 + 5
题目3065：  6 + 38
题目3066：  22/95 × 30
题目3067：  65 ÷ 1/49
题目3068：  68 ÷ 4/31
题目3069：  23/72 + 63
题目3070：  86 ÷ 43
题目3071：  5/7 + 74
题目3072：  21/23 × 40
题目3073：  25 ÷ 25/26
题目3074：  8/41 × 31/51
题目3075：  56 × 67
题目3076：  62 ÷ 1
题目3077：  44/47 × 13
题目3078：  48 ÷ 3/4
题目3079：  1/6 × 86
题目3080：  16/25 × 90
题目3081：  19/25 × 40
题目3082：  31/33 - 91
题目3083：  25 - 99
题目3084：  100 ÷ 2/67
题目3085：  4 + 91
题目3086：  95 ÷ 19/21
题目3087：  24/43 - 96
题目3088：  88 ÷ 2/17
题目3089：  31/89 × 40
题目3090：  35 - 25
题目3091：  40 ÷ 1/5
题目3092：  1/2 × 37
题目3093：  23 ÷ 1/5
题目3094：  98/99 - 23
题目3095：  29/50 × 47
题目3096：  13/29 + 35
题目3097：  99/100 × 88
题目3098：  6 ÷ 3
题目3099：  3/5 ÷ 1/60
题目3100：  1/21 - 47
题目3101：  7/25 × 59
题目3102：  68/79 - 14/85
题目3103：  50 × 94
题目3104：  32/99 - 85
题目3105：  7 × 17
题目3106：  58/85 × 23
题目3107：  20/37 + 29/35
题目3108：  12/89 × 54
题目3109：  87/98 + 46/49
题目3110：  82 × 97
题目3111：  1/73 × 38/85
题目3112：  7 - 25
题目3113：  21 - 30
题目3114：  9 - 66
题目3115：  5 ÷ 1/2
题目3116：  65/86 - 9/32
题目3117：  67 + 82
题目3118：  61/70 + 77
题目3119：  15/88 - 40
题目3120：  5/19 × 37
题目3121：  10 × 93
题目3122：  81/83 × 79
题目3123：  96 ÷ 8/43
题目3124：  91/96 × 35
题目3125：  17/41 - 13/69
题目3126：  92/99 - 21/26
题目3127：  97 - 27
题目3128：  71/101 - 7
题目3129：  31 - 19/72
题目3130：  22 ÷ 2/3
题目3131：  37/40 - 13
题目3132：  6 + 70
题目3133：  69/71 - 86
题目3134：  13 - 1/34
题目3135：  25/43 × 28
题目3136：  35 ÷ 5/9
题目3137：  4/5 × 65/73
题目3138：  43/66 × 89/94
题目3139：  5/14 × 7/13
题目3140：  33 - 67
题目3141：  4 ÷ 1/2
题目3142：  41 ÷ 1/2
题目3143：  71/72 + 65
题目3144：  32 ÷ 32
题目3145：  53/89 × 83
题目3146：  53/67 + 42
题目3147：  4/5 + 19
题目3148：  33 ÷ 33/83
题目3149：  28 - 82
题目3150：  51 ÷ 3/5
题目3151：  32 + 37
题目3152：  62/65 + 7
题目3153：  80 ÷ 2
题目3154：  15 - 55/91
题目3155：  85/87 ÷ 85/87
题目3156：  12/41 + 53
题目3157：  64 - 99/101
题目3158：  1/2 + 5/6
题目3159：  9 × 94
题目3160：  82/89 × 28
题目3161：  5 + 20
题目3162：  11/15 + 11
题目3163：  49 - 53/74
题目3164：  15/46 × 5
题目3165：  4/9 × 6
题目3166：  9/101 - 53/59
题目3167：  48/77 + 46
题目3168：  15 + 48
题目3169：  55/87 + 48
题目3170：  55/79 × 99/101
题目3171：  15 + 32
题目3172：  31/47 - 13/20
题目3173：  93 ÷ 1/75
题目3174：  85 × 90
题目3175：  100 ÷ 50
题目3176：  2/3 × 75
题目3177：  56/79 × 76
题目3178：  66 ÷ 3/23
题目3179：  23 - 2/5
题目3180：  71/72 × 58
题目3181：  5/9 + 15/19
题目3182：  44 × 74
题目3183：  23/24 - 55/71
题目3184：  96/101 × 29
题目3185：  60 ÷ 1/5
题目3186：  49/75 + 6/7
题目3187：  100 ÷ 10/23
题目3188：  80 ÷ 1/12
题目3189：  1/3 + 84
题目3190：  9/14 - 74
题目3191：  2 - 3/4
题目3192：  46/59 - 20
题目3193：  4/13 + 33
题目3194：  55 - 19/51
题目3195：  63/65 - 8/79
题目3196：  99/100 - 19
题目3197：  71/93 × 34/37
题目3198：  35/38 - 37/91
题目3199：  4 - 54
题目3200：  94/101 + 93
题目3201：  81 - 20
题目3202：  43 + 46
题目3203：  59/83 + 99/100
题目3204：  8/73 - 91/93
题目3205：  61/71 + 58
题目3206：  7/22 - 29/63
题目3207：  9 - 53/77
题目3208：  17/23 + 92
题目3209：  5/14 - 91/93
题目3210：  88 - 1/27
题目3211：  91/93 - 88
题目3212：  39/40 - 80
题目3213：  94 - 90/91
题目3214：  72 ÷ 3/4
题目3215：  67/72 × 99
题目3216：  13/17 + 52
题目3217：  54/59 - 7/10
题目3218：  18/19 ÷ 6/19
题目3219：  46/55 - 21
题目3220：  15/17 - 35
题目3221：  15 + 62
题目3222：  14/23 + 40
题目3223：  79/84 - 31/58
题目3224：  95 ÷ 19/35
题目3225：  58/63 × 86
题目3226：  55/86 + 81/94
题目3227：  88/95 × 32
题目3228：  50 ÷ 5/12
题目3229：  29/47 + 5/6
题目3230：  8/45 × 48
题目3231：  10 + 97
题目3232：  42 - 30
题目3233：  5 + 73
题目3234：  53 ÷ 1/25
题目3235：  58 - 47/74
题目3236：  56/95 × 35/38
题目3237：  17 - 14
题目3238：  90 - 47
题目3239：  65/77 × 58
题目3240：  61 ÷ 61/91
题目3241：  19/88 × 44
题目3242：  32 ÷ 1
题目3243：  47/59 × 91/93
题目3244：  59 - 15
题目3245：  31/64 - 29
题目3246：  46/95 × 43
题目3247：  66 + 67
题目3248：  1/3 × 33
题目3249：  47 + 76
题目3250：  7/51 + 48
题目3251：  17/44 × 56
题目3252：  97/100 × 30
题目3253：  15/59 + 7
题目3254：  99/100 - 33
题目3255：  1/11 - 84
题目3256：  53 ÷ 1/2
题目3257：  8 ÷ 2
题目3258：  5 + 22
题目3259：  11/17 + 86
题目3260：  18/19 - 63
题目3261：  86 - 19/33
题目3262：  28 + 45
题目3263：  31 - 23/25
题目3264：  38/45 × 84
题目3265：  3 ÷ 1/79
题目3266：  13 ÷ 13/20
题目3267：  3/7 × 67
题目3268：  31 - 63
题目3269：  29 - 23/33
题目3270：  21 × 70
题目3271：  9/46 + 89
题目3272：  30 ÷ 1/13
题目3273：  87/91 + 12
题目3274：  78 ÷ 6/77
题目3275：  72/97 × 94
题目3276：  61 + 92
题目3277：  22 ÷ 22
题目3278：  9/25 + 86
题目3279：  1/14 × 47
题目3280：  2/9 + 32/87
题目3281：  63 - 30
题目3282：  1/4 × 55
题目3283：  75/82 × 87
题目3284：  2/3 + 76
题目3285：  41/78 + 18/19
题目3286：  2/27 - 3
题目3287：  5/23 × 45/47
题目3288：  2/19 + 64/91
题目3289：  23/91 + 5/14
题目3290：  95 - 63
题目3291：  45 ÷ 5
题目3292：  78/85 - 60
题目3293：  11/12 + 41
题目3294：  97 - 61/84
题目3295：  49 × 87
题目3296：  21/23 × 97/101
题目3297：  4/5 ÷ 1/5
题目3298：  48/49 × 38
题目3299：  5/101 × 54
题目3300：  28 ÷ 1/28
题目3301：  26/45 + 48
题目3302：  63/64 × 28
题目3303：  68/101 × 99/101
题目3304：  13/81 + 20
题目3305：  39/92 - 9/16
题目3306：  51 + 64
题目3307：  100 ÷ 10
题目3308：  44 ÷ 11/15
题目3309：  6 ÷ 6/7
题目3310：  43 × 82
题目3311：  36 ÷ 1
题目3312：  4/41 × 42
题目3313：  89 - 8/65
题目3314：  70 ÷ 14/25
题目3315：  31 - 13
题目3316：  26/29 - 22/93
题目3317：  18/77 × 38/39
题目3318：  72/77 × 97
题目3319：  76 - 11/91
题目3320：  4/35 + 20/81
题目3321：  69/77 - 15/68
题目3322：  55/97 - 16/37
题目3323：  21 × 80
题目3324：  88 ÷ 11/32
题目3325：  64 - 73
题目3326：  96/101 ÷ 96/101
题目3327：  54 ÷ 2/3
题目3328：  88/89 × 17
题目3329：  80 ÷ 20/23
题目3330：  94 - 43/46
题目3331：  42 ÷ 2
题目3332：  9 ÷ 1/9
题目3333：  33/58 × 13
题目3334：  41 - 3
题目3335：  26 - 65/99
题目3336：  78 ÷ 26/31
题目3337：  90 - 37/49
题目3338：  60/77 + 12
题目3339：  38/75 × 29/30
题目3340：  71 ÷ 1/39
题目3341：  7/9 + 9/11
题目3342：  56 ÷ 56/75
题目3343：  17/27 × 44/49
题目3344：  23 ÷ 1/25
题目3345：  9 - 59/98
题目3346：  34/79 × 27
题目3347：  11/15 - 66
题目3348：  27 + 50
题目3349：  8/99 - 65
题目3350：  46/95 - 68
题目3351：  13/23 × 35
题目3352：  41/57 + 73/92
题目3353：  11/20 × 66/89
题目3354：  29 - 43
题目3355：  31 × 81
题目3356：  23 × 24
题目3357：  7/8 ÷ 1/16
题目3358：  4/7 + 93
题目3359：  73 × 92
题目3360：  3 + 79
题目3361：  18/29 × 69
题目3362：  66/91 × 4/5
题目3363：  69/74 - 87
题目3364：  36 ÷ 1/13
题目3365：  94/97 + 47
题目3366：  15/22 - 17/18
题目3367：  69 ÷ 3
题目3368：  44 - 23/24
题目3369：  15/19 + 8
题目3370：  79/88 + 31/34
题目3371：  70 ÷ 7/51
题目3372：  61 ÷ 1
题目3373：  99 ÷ 3
题目3374：  72 - 28
题目3375：  32 × 81
题目3376：  9 × 36
题目3377：  25/67 × 7/12
题目3378：  89/94 + 99
题目3379：  18/23 + 100/101
题目3380：  89/91 × 97
题目3381：  18 + 59
题目3382：  23 - 92
题目3383：  7/18 - 7/85
题目3384：  72/73 × 38
题目3385：  63/80 + 5
题目3386：  64/77 × 1
题目3387：  34/43 - 8/29
题目3388：  2 - 6/67
题目3389：  37 + 81
题目3390：  2 - 96
题目3391：  32 × 80
题目3392：  71/78 - 16
题目3393：  29/84 × 29/46
题目3394：  42 × 84
题目3395：  2 - 1/3
题目3396：  26 ÷ 26
题目3397：  48 ÷ 4/23
题目3398：  74 ÷ 74
题目3399：  48/49 + 1
题目3400：  42 ÷ 2/19
题目3401：  34/47 ÷ 1/47
题目3402：  23/94 - 6/29
题目3403：  92 - 24/47
题目3404：  9/22 + 40
题目3405：  10 × 88
题目3406：  16 × 41
题目3407：  29/68 - 24
题目3408：  51/97 × 55
题目3409：  99/101 × 30
题目3410：  29 × 77
题目3411：  8 - 8/9
题目3412：  25 ÷ 25/29
题目3413：  15/43 × 22
题目3414：  68 ÷ 1/12
题目3415：  37/41 × 64
题目3416：  3 × 44
题目3417：  22/43 + 54/55
题目3418：  55 - 68
题目3419：  1/59 + 91
题目3420：  61/88 + 71/97
题目3421：  63/79 - 23/24
题目3422：  90 ÷ 5/13
题目3423：  47/93 + 83/88
题目3424：  20/31 × 85
题目3425：  19/82 - 17
题目3426：  9/58 × 63
题目3427：  36 - 79/100
题目3428：  59/86 × 45
题目3429：  92 ÷ 23/24
题目3430：  71/92 + 13/15
题目3431：  64 ÷ 1/8
题目3432：  93 - 64
题目3433：  70/101 × 36
题目3434：  23 ÷ 23/24
题目3435：  93 - 61/90
题目3436：  10 + 26
题目3437：  17 ÷ 1/87
题目3438：  2 ÷ 1
题目3439：  99/100 × 62
题目3440：  57 - 79
题目3441：  11 × 62
题目3442：  3/5 × 93
题目3443：  95/96 × 31
题目3444：  40 + 80
题目3445：  47/50 + 72
题目3446：  82 ÷ 2
题目3447：  5 × 29
题目3448：  35 × 64
题目3449：  79/81 + 27
题目3450：  94/99 - 30
题目3451：  94/101 + 70
题目3452：  15/22 × 91
题目3453：  66/71 - 28
题目3454：  5/28 + 41
题目3455：  65 × 83
题目3456：  92/101 + 20
题目3457：  6/7 + 33
题目3458：  11/20 + 6
题目3459：  25 ÷ 5/11
题目3460：  76 ÷ 1/44
题目3461：  21/47 + 37
题目3462：  9 + 94
题目3463：  17 - 37/50
题目3464：  30 - 35
题目3465：  33/47 - 83/96
题目3466：  25/26 × 73
题目3467：  9/19 × 60
题目3468：  17/32 - 15
题目3469：  11/47 × 24/25
题目3470：  45/83 - 11/12
题目3471：  68/89 + 79/94
题目3472：  78 - 85/87
题目3473：  21/50 - 79/80
题目3474：  3/4 × 76/91
题目3475：  25 ÷ 5/27
题目3476：  86 - 5/88
题目3477：  74 ÷ 37
题目3478：  17/40 × 50/63
题目3479：  65 ÷ 1/7
题目3480：  82 - 47/51
题目3481：  64/67 × 42
题目3482：  8/41 × 20/29
题目3483：  36/101 - 2/9
题目3484：  64 ÷ 1/54
题目3485：  17/22 - 19
题目3486：  69/73 + 27
题目3487：  88 ÷ 11/80
题目3488：  62/87 - 8
题目3489：  67/86 - 1
题目3490：  59/86 × 46
题目3491：  56 ÷ 28
题目3492：  100/101 + 61
题目3493：  54 × 59
题目3494：  1/4 + 19
题目3495：  29/48 - 38/99
题目3496：  45 ÷ 5/8
题目3497：  7 - 37/80
题目3498：  33 ÷ 1/46
题目3499：  43 + 96
题目3500：  61/100 × 30
题目3501：  79 ÷ 1/34
题目3502：  29/68 - 40/101
题目3503：  100 ÷ 100/101
题目3504：  62/67 × 55
题目3505：  17/18 × 97/101
题目3506：  83/98 + 81/89
题目3507：  95 - 8/85
题目3508：  41/48 × 14
题目3509：  19/21 × 29/32
题目3510：  38 ÷ 1/76
题目3511：  56 ÷ 2/5
题目3512：  22/53 - 50
题目3513：  80 ÷ 1/34
题目3514：  41/59 + 90
题目3515：  10/27 + 56
题目3516：  97/99 - 71
